,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
1781,53,No,Travel_Rarely,Sales,3.75,3,Marketing,1837,Male,4,Sales Executive,Married,302.25,7.0,Y,18,8,1,35.0,1,5,0,4,1.0,4.0,3.0,4,3
1782,45,No,Travel_Rarely,Research & Development,0.625,5,Technical Degree,1838,Male,2,Healthcare Representative,Divorced,271.44,4.0,Y,15,8,3,18.0,2,5,0,2,4.0,1.0,3.0,3,3
1783,32,No,Travel_Rarely,Sales,6.25,3,Marketing,1839,Female,1,Human Resources,Married,399.35999999999996,5.0,Y,12,8,0,9.0,4,5,1,3,3.0,3.0,2.0,1,3
1784,52,No,Travel_Frequently,Research & Development,0.625,1,Life Sciences,1840,Male,2,Laboratory Technician,Married,650.78,3.0,Y,16,8,1,31.0,2,9,0,0,3.0,4.0,3.0,3,3
1785,37,No,Travel_Rarely,Sales,15.0,2,Life Sciences,1841,Female,4,Laboratory Technician,Divorced,553.41,4.0,Y,15,8,0,9.0,2,1,0,0,4.0,3.0,3.0,3,3
1786,28,No,Travel_Rarely,Research & Development,13.125,4,Life Sciences,1842,Female,1,Healthcare Representative,Divorced,325.0,1.0,Y,16,8,2,6.0,3,5,0,4,2.0,4.0,3.0,3,3
1787,22,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,1843,Male,1,Sales Representative,Married,143.26,6.0,Y,19,8,0,4.0,3,2,2,2,4.0,4.0,1.0,2,3
1788,44,No,Travel_Rarely,Research & Development,13.75,3,Medical,1844,Female,1,Laboratory Technician,Married,1358.8899999999999,2.0,Y,11,8,1,10.0,2,3,0,2,1.0,4.0,2.0,3,3
1789,42,No,Travel_Frequently,Sales,8.125,4,Life Sciences,1845,Female,2,Laboratory Technician,Single,297.44,5.0,Y,16,8,1,8.0,4,2,2,2,2.0,4.0,3.0,2,3
1790,36,No,Travel_Rarely,Research & Development,8.75,3,Other,1846,Male,2,Research Scientist,Married,510.77,0.0,Y,24,8,0,6.0,6,5,0,3,1.0,1.0,3.0,2,4
1791,25,No,Travel_Rarely,Sales,6.875,3,Life Sciences,1847,Female,1,Laboratory Technician,Married,300.43,1.0,Y,11,8,1,5.0,2,5,0,3,3.0,1.0,3.0,3,3
1792,35,No,Travel_Rarely,Research & Development,5.625,2,Life Sciences,1848,Female,1,Healthcare Representative,Married,408.2,1.0,Y,13,8,1,17.0,2,17,5,15,4.0,3.0,3.0,2,3
1793,32,No,Non-Travel,Research & Development,13.125,3,Life Sciences,1850,Male,1,Sales Executive,Divorced,578.5,0.0,Y,13,8,0,4.0,3,3,0,2,4.0,4.0,3.0,3,3
1794,25,No,Travel_Rarely,Sales,3.125,3,Marketing,1851,Female,4,Research Scientist,Married,358.28,1.0,Y,12,8,2,5.0,2,5,0,3,3.0,1.0,4.0,3,3
1795,49,No,Travel_Rarely,Sales,5.625,3,Technical Degree,1852,Female,2,Sales Representative,Married,2474.29,2.0,Y,18,8,1,7.0,5,4,0,2,3.0,1.0,3.0,3,3
1796,24,No,Non-Travel,Research & Development,1.25,5,Technical Degree,1853,Male,2,Healthcare Representative,Married,2433.8599999999997,0.0,Y,22,8,1,6.0,3,5,3,4,1.0,4.0,2.0,3,4
1797,32,No,Travel_Frequently,Research & Development,7.5,5,Medical,1854,Male,1,Research Scientist,Married,1241.11,1.0,Y,13,8,1,10.0,3,10,5,3,2.0,2.0,3.0,2,3
1798,38,No,Travel_Rarely,Sales,13.75,2,Medical,1855,Male,1,Sales Executive,Married,1785.4199999999998,0.0,Y,13,8,0,3.0,3,2,1,2,2.0,2.0,3.0,4,3
1799,42,No,Travel_Rarely,Research & Development,11.25,1,Technical Degree,1856,Female,2,Research Scientist,Married,2599.87,2.0,Y,23,8,1,17.0,6,5,1,3,3.0,4.0,2.0,3,4
1800,31,No,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1857,Female,3,Sales Executive,Married,296.27,3.0,Y,12,8,1,8.0,3,6,0,2,4.0,4.0,3.0,3,3
1801,29,Yes,Travel_Rarely,Sales,1.875,3,Marketing,1858,Male,3,Laboratory Technician,Divorced,769.0799999999999,6.0,Y,12,8,0,5.0,2,3,0,2,2.0,3.0,3.0,3,3
1802,53,No,Travel_Rarely,Research & Development,5.625,3,Life Sciences,1859,Male,1,Sales Representative,Married,271.57,5.0,Y,16,8,0,28.0,2,2,2,2,1.0,4.0,3.0,2,3
1803,35,No,Travel_Rarely,Research & Development,0.625,3,Life Sciences,1860,Male,3,Healthcare Representative,Married,2182.96,3.0,Y,12,8,1,16.0,3,13,4,8,4.0,2.0,3.0,4,3
1804,37,No,Travel_Frequently,Research & Development,8.125,4,Life Sciences,1861,Female,3,Human Resources,Married,463.32,5.0,Y,11,8,0,10.0,1,5,0,0,3.0,4.0,3.0,1,3
1805,53,No,Travel_Rarely,Research & Development,0.625,1,Medical,1862,Male,1,Sales Executive,Single,575.25,6.0,Y,22,8,1,33.0,2,12,3,8,4.0,4.0,3.0,4,4
1806,43,No,Travel_Frequently,Research & Development,0.625,3,Medical,1863,Male,1,Laboratory Technician,Married,684.4499999999999,4.0,Y,11,8,1,12.0,4,5,2,2,4.0,4.0,2.0,3,3
1807,47,No,Travel_Rarely,Sales,9.375,4,Marketing,1864,Female,3,Research Director,Married,851.89,0.0,Y,15,8,0,8.0,2,7,7,7,3.0,4.0,3.0,3,3
1808,37,No,Non-Travel,Research & Development,0.625,5,Medical,1865,Female,2,Research Scientist,Single,813.93,1.0,Y,12,8,0,10.0,1,10,0,9,1.0,2.0,3.0,3,3
1809,50,No,Non-Travel,Research & Development,10.625,3,Medical,1866,Female,1,Laboratory Technician,Divorced,558.74,1.0,Y,20,8,1,31.0,6,31,14,7,1.0,1.0,3.0,3,4
1810,39,No,Travel_Rarely,Research & Development,0.625,3,Other,1867,Female,3,Human Resources,Married,884.52,8.0,Y,14,8,1,13.0,3,5,0,4,4.0,4.0,3.0,2,3
1811,33,No,Travel_Rarely,Sales,4.375,3,Life Sciences,1868,Male,2,Manufacturing Director,Divorced,495.95,3.0,Y,11,8,1,7.0,3,4,0,3,4.0,2.0,4.0,3,3
1812,32,Yes,Travel_Rarely,Research & Development,5.625,1,Medical,1869,Female,1,Laboratory Technician,Single,356.33,1.0,Y,15,8,1,1.0,5,1,0,1,1.0,4.0,1.0,2,3
1813,29,No,Travel_Rarely,Research & Development,3.125,4,Life Sciences,1870,Female,4,Healthcare Representative,Divorced,867.49,6.0,Y,12,8,1,8.0,2,4,0,3,1.0,4.0,3.0,4,3
1814,44,No,Travel_Rarely,Research & Development,16.25,2,Life Sciences,1871,Male,2,Manufacturing Director,Married,993.0699999999999,1.0,Y,14,8,0,8.0,6,8,7,1,2.0,1.0,3.0,3,3
1815,28,No,Travel_Rarely,Sales,15.0,5,Life Sciences,1872,Female,1,Research Scientist,Single,302.64,1.0,Y,11,8,2,4.0,3,4,0,2,1.0,4.0,3.0,3,3
1816,58,Yes,Travel_Frequently,Sales,5.625,2,Technical Degree,1873,Male,1,Sales Executive,Divorced,279.89,9.0,Y,11,8,0,3.0,3,1,0,0,4.0,4.0,2.0,3,3
1817,43,No,Travel_Rarely,Sales,4.375,4,Marketing,1874,Male,2,Sales Executive,Divorced,633.88,4.0,Y,16,8,2,4.0,4,1,0,0,1.0,2.0,4.0,3,3
1818,20,Yes,Travel_Rarely,Research & Development,6.875,3,Medical,1875,Male,2,Sales Executive,Single,1221.48,1.0,Y,12,8,0,2.0,6,2,0,2,3.0,3.0,2.0,1,3
1819,21,Yes,Travel_Rarely,Research & Development,0.625,3,Medical,1876,Male,2,Sales Executive,Single,1352.0,1.0,Y,13,8,1,1.0,2,1,0,0,4.0,4.0,2.0,3,3
1820,36,No,Travel_Rarely,Research & Development,16.25,4,Medical,1877,Male,1,Laboratory Technician,Married,1101.62,0.0,Y,14,8,0,17.0,3,16,4,11,3.0,4.0,2.0,3,3
1821,47,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,1878,Male,2,Manufacturing Director,Single,1297.53,1.0,Y,21,8,1,3.0,3,3,1,2,4.0,4.0,2.0,3,4
1822,22,Yes,Travel_Rarely,Research & Development,9.375,4,Life Sciences,1879,Female,1,Laboratory Technician,Married,1623.6999999999998,0.0,Y,13,8,0,4.0,3,3,0,2,2.0,3.0,4.0,3,3
1823,41,Yes,Travel_Rarely,Research & Development,14.375,3,Life Sciences,1880,Female,2,Sales Executive,Divorced,345.40999999999997,4.0,Y,11,8,0,10.0,3,7,1,0,2.0,4.0,2.0,4,3
1824,28,No,Travel_Rarely,Research & Development,6.25,3,Life Sciences,1881,Female,3,Manager,Divorced,1766.83,5.0,Y,20,8,1,6.0,2,2,2,2,3.0,3.0,3.0,3,4
1825,39,Yes,Travel_Rarely,Research & Development,6.25,4,Life Sciences,1882,Female,4,Human Resources,Married,870.4799999999999,7.0,Y,11,8,0,8.0,3,2,2,2,4.0,1.0,1.0,3,3
1826,27,No,Travel_Rarely,Research & Development,0.625,3,Medical,1883,Male,1,Research Scientist,Single,267.53999999999996,1.0,Y,14,8,1,1.0,5,1,0,0,2.0,3.0,3.0,3,3
1827,34,No,Travel_Rarely,Research & Development,7.5,2,Technical Degree,1884,Male,2,Human Resources,Divorced,1152.45,1.0,Y,11,8,1,1.0,0,1,1,0,2.0,2.0,3.0,3,3
1828,42,No,Travel_Rarely,Sales,6.875,1,Technical Degree,1885,Male,2,Human Resources,Single,772.1999999999999,7.0,Y,16,8,0,10.0,2,5,0,3,3.0,3.0,3.0,2,3
1829,33,No,Travel_Rarely,Sales,1.25,3,Marketing,1886,Female,1,Sales Executive,Single,768.8199999999999,3.0,Y,16,8,1,6.0,4,3,0,2,3.0,1.0,3.0,3,3
1830,58,No,Travel_Rarely,Research & Development,1.25,4,Life Sciences,1887,Male,1,Research Scientist,Divorced,340.85999999999996,2.0,Y,23,8,0,24.0,3,6,0,4,3.0,2.0,3.0,3,4
1831,31,No,Travel_Rarely,Sales,0.625,3,Life Sciences,1888,Female,1,Sales Representative,Married,1584.05,3.0,Y,14,8,0,13.0,2,7,5,2,2.0,3.0,4.0,3,3
1832,35,No,Travel_Rarely,Research & Development,1.25,1,Life Sciences,1889,Male,3,Healthcare Representative,Married,1379.1699999999998,1.0,Y,22,8,0,10.0,3,10,0,7,4.0,4.0,1.0,3,4
1833,49,No,Travel_Rarely,Research & Development,15.625,2,Life Sciences,1890,Female,2,Sales Executive,Married,564.85,4.0,Y,15,8,0,29.0,3,26,1,7,1.0,2.0,2.0,2,3
1834,48,No,Travel_Rarely,Research & Development,0.625,4,Medical,1891,Male,1,Research Scientist,Married,283.01,4.0,Y,18,8,0,13.0,4,0,0,0,4.0,3.0,2.0,3,3
1835,31,No,Non-Travel,Research & Development,0.625,2,Technical Degree,1892,Female,2,Sales Executive,Married,363.09,1.0,Y,16,8,0,9.0,4,9,0,0,4.0,3.0,2.0,3,3
1836,36,No,Travel_Rarely,Human Resources,1.25,4,Technical Degree,1893,Male,1,Sales Executive,Single,1029.34,2.0,Y,12,8,2,8.0,3,6,0,1,2.0,4.0,3.0,2,3
1837,38,No,Travel_Rarely,Sales,3.75,3,Other,1894,Male,2,Sales Executive,Married,1142.57,1.0,Y,11,8,3,15.0,4,15,5,11,4.0,1.0,3.0,3,3
1838,32,No,Non-Travel,Sales,11.25,3,Marketing,1895,Male,1,Laboratory Technician,Married,310.57,6.0,Y,12,8,1,5.0,4,3,0,2,3.0,2.0,3.0,2,3
1839,25,Yes,Travel_Rarely,Research & Development,0.625,2,Life Sciences,1896,Male,1,Sales Executive,Married,417.56,1.0,Y,15,8,1,1.0,3,1,0,0,3.0,2.0,3.0,2,3
1840,40,No,Travel_Rarely,Research & Development,0.625,4,Medical,1897,Male,2,Research Scientist,Divorced,2500.16,2.0,Y,14,8,1,11.0,3,1,0,0,1.0,2.0,2.0,3,3
1841,26,No,Travel_Frequently,Sales,6.875,3,Marketing,1898,Male,2,Healthcare Representative,Single,294.71,1.0,Y,19,8,3,7.0,2,7,0,7,3.0,1.0,3.0,2,3
1842,41,No,Travel_Rarely,Research & Development,0.625,4,Medical,1899,Male,1,Research Scientist,Single,2537.21,2.0,Y,13,8,0,20.0,5,18,2,17,4.0,1.0,3.0,3,3
1843,36,No,Travel_Rarely,Research & Development,5.625,3,Life Sciences,1900,Female,2,Healthcare Representative,Single,316.68,4.0,Y,13,8,0,16.0,3,11,3,9,3.0,3.0,3.0,1,3
1844,19,Yes,Travel_Rarely,Research & Development,9.375,3,Life Sciences,1901,Male,2,Research Scientist,Single,2088.3199999999997,1.0,Y,15,8,1,1.0,3,1,0,0,4.0,2.0,4.0,3,3
1845,20,Yes,Travel_Rarely,Research & Development,18.125,3,Life Sciences,1902,Female,3,Laboratory Technician,Single,351.90999999999997,1.0,Y,11,8,0,1.0,2,1,0,0,1.0,1.0,3.0,3,3
1846,31,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,1903,Male,4,Research Director,Married,2478.8399999999997,0.0,Y,12,8,0,10.0,1,9,8,5,4.0,4.0,1.0,3,3
1847,40,No,Travel_Frequently,Sales,0.625,3,Marketing,1904,Male,1,Research Scientist,Divorced,511.03,8.0,Y,19,8,0,3.0,2,1,0,0,4.0,2.0,3.0,2,3
1848,32,No,Travel_Rarely,Research & Development,15.0,3,Life Sciences,1905,Male,4,Laboratory Technician,Married,484.9,1.0,Y,25,8,1,8.0,4,8,6,3,3.0,1.0,4.0,3,4
1849,36,Yes,Travel_Rarely,Research & Development,6.25,3,Medical,1906,Male,3,Sales Executive,Married,290.15999999999997,1.0,Y,12,8,1,16.0,2,16,3,7,3.0,4.0,3.0,3,3
1850,33,No,Travel_Rarely,Research & Development,0.625,4,Medical,1907,Female,4,Manufacturing Director,Single,580.4499999999999,0.0,Y,13,8,0,6.0,3,5,1,4,2.0,4.0,3.0,3,3
1851,37,Yes,Travel_Rarely,Sales,6.25,4,Marketing,1908,Female,3,Human Resources,Married,399.35999999999996,5.0,Y,14,8,0,17.0,3,14,11,7,1.0,3.0,1.0,2,3
1852,45,No,Non-Travel,Research & Development,5.0,1,Life Sciences,1909,Male,2,Sales Executive,Married,431.46999999999997,1.0,Y,12,8,1,9.0,3,9,0,8,3.0,2.0,2.0,3,3
1853,35,No,Travel_Rarely,Human Resources,0.625,3,Human Resources,1911,Male,3,Laboratory Technician,Married,1777.75,1.0,Y,15,8,3,5.0,5,5,1,0,3.0,3.0,3.0,2,3
1854,58,Yes,Travel_Rarely,Sales,5.625,2,Medical,1913,Female,4,Sales Executive,Single,774.41,4.0,Y,14,8,1,7.0,2,1,0,0,4.0,3.0,3.0,1,3
1855,53,No,Travel_Rarely,Research & Development,5.625,3,Technical Degree,1914,Male,1,Manager,Divorced,509.59999999999997,6.0,Y,16,8,1,22.0,3,17,15,2,3.0,3.0,4.0,3,3
1856,30,No,Travel_Rarely,Sales,1.875,4,Marketing,1915,Male,1,Sales Executive,Divorced,836.42,5.0,Y,14,8,1,10.0,3,8,7,7,3.0,3.0,4.0,2,3
1857,38,No,Non-Travel,Sales,2.5,3,Life Sciences,1916,Male,2,Research Director,Single,1306.24,1.0,Y,23,8,1,6.0,2,5,1,3,3.0,4.0,3.0,3,4
1858,35,No,Travel_Rarely,Sales,0.625,2,Life Sciences,1917,Female,2,Healthcare Representative,Divorced,1421.9399999999998,6.0,Y,14,8,2,12.0,2,10,0,8,4.0,4.0,3.0,1,3
1859,39,No,Travel_Rarely,Sales,0.625,1,Marketing,1918,Male,2,Research Scientist,Single,304.2,0.0,Y,11,8,1,9.0,2,8,0,7,1.0,3.0,3.0,2,3
1860,40,Yes,Non-Travel,Research & Development,1.25,4,Life Sciences,1919,Male,1,Human Resources,Single,850.8499999999999,4.0,Y,15,8,0,22.0,2,1,0,0,2.0,2.0,2.0,3,3
1861,47,No,Travel_Frequently,Research & Development,4.375,4,Life Sciences,1920,Male,3,Sales Executive,Divorced,901.03,1.0,Y,11,8,0,20.0,3,19,2,7,3.0,3.0,4.0,3,3
1862,36,No,Non-Travel,Sales,17.5,1,Life Sciences,1921,Male,2,Research Scientist,Divorced,636.74,4.0,Y,13,8,1,12.0,3,7,0,7,1.0,4.0,3.0,3,3
1863,31,Yes,Non-Travel,Research & Development,17.5,4,Medical,1922,Male,2,Research Scientist,Single,337.09,0.0,Y,21,8,0,4.0,2,3,1,2,3.0,1.0,3.0,3,4
1864,33,No,Non-Travel,Sales,9.375,3,Other,1923,Male,4,Research Director,Single,2526.68,1.0,Y,19,8,2,10.0,4,10,6,0,4.0,3.0,3.0,3,3
1865,29,Yes,Travel_Rarely,Human Resources,1.875,5,Life Sciences,1924,Male,1,Sales Executive,Single,353.99,6.0,Y,11,8,1,3.0,2,0,0,0,4.0,1.0,3.0,2,3
1866,33,No,Travel_Rarely,Research & Development,1.25,2,Technical Degree,1925,Male,2,Laboratory Technician,Single,452.27,3.0,Y,12,8,0,5.0,3,3,0,2,2.0,4.0,3.0,3,3
1867,45,No,Travel_Rarely,Research & Development,16.25,1,Medical,1926,Female,3,Healthcare Representative,Divorced,363.21999999999997,3.0,Y,19,8,1,8.0,2,5,0,2,4.0,4.0,3.0,3,3
1868,50,No,Travel_Rarely,Sales,6.25,1,Life Sciences,1927,Female,1,Manufacturing Director,Divorced,682.37,9.0,Y,21,8,2,32.0,2,5,1,3,4.0,4.0,2.0,2,4
1869,33,No,Travel_Frequently,Sales,0.625,3,Marketing,1928,Male,2,Human Resources,Married,282.88,1.0,Y,14,8,1,6.0,2,6,1,2,3.0,2.0,3.0,2,3
1870,41,No,Travel_Frequently,Sales,6.875,3,Other,1929,Male,1,Laboratory Technician,Divorced,2193.3599999999997,2.0,Y,15,8,1,21.0,2,18,0,11,1.0,3.0,4.0,3,3
1871,27,No,Travel_Rarely,Research & Development,12.5,4,Other,1930,Male,2,Manufacturing Director,Married,453.04999999999995,9.0,Y,17,8,2,4.0,2,2,2,2,3.0,2.0,3.0,3,3
1872,45,No,Non-Travel,Sales,1.25,3,Medical,1931,Female,1,Sales Executive,Married,863.7199999999999,1.0,Y,12,8,0,9.0,3,9,0,8,4.0,1.0,3.0,4,3
1873,47,No,Travel_Rarely,Sales,11.25,4,Medical,1932,Female,2,Research Scientist,Single,725.66,1.0,Y,16,8,0,9.0,3,9,0,7,4.0,4.0,3.0,3,3
1874,30,Yes,Travel_Rarely,Sales,1.25,3,Life Sciences,1933,Male,2,Healthcare Representative,Married,520.0,4.0,Y,12,8,0,7.0,5,5,0,1,1.0,3.0,3.0,2,3
1875,50,No,Travel_Rarely,Research & Development,0.625,3,Technical Degree,1934,Female,2,Sales Executive,Married,1754.48,3.0,Y,18,8,1,22.0,3,12,1,5,4.0,3.0,3.0,3,3
1876,38,No,Travel_Frequently,Research & Development,8.125,3,Technical Degree,1935,Male,1,Manufacturing Director,Married,417.29999999999995,0.0,Y,17,8,2,3.0,5,2,0,2,3.0,3.0,2.0,2,3
1877,46,No,Travel_Rarely,Research & Development,17.5,3,Medical,1936,Female,3,Human Resources,Divorced,2475.85,6.0,Y,11,8,3,13.0,2,8,0,7,4.0,3.0,3.0,3,3
1878,24,No,Travel_Rarely,Sales,17.5,3,Life Sciences,1937,Female,1,Healthcare Representative,Divorced,1540.37,1.0,Y,16,8,1,5.0,3,4,3,2,4.0,3.0,3.0,3,3
1879,35,Yes,Travel_Rarely,Sales,15.0,3,Medical,1938,Male,3,Healthcare Representative,Divorced,269.09999999999997,1.0,Y,13,8,3,5.0,1,4,0,2,3.0,2.0,1.0,2,3
1880,31,No,Travel_Frequently,Research & Development,3.125,2,Technical Degree,1939,Male,2,Sales Executive,Married,845.26,1.0,Y,12,8,0,4.0,3,4,0,3,3.0,1.0,3.0,3,3
1881,18,No,Non-Travel,Sales,3.125,4,Other,1940,Male,2,Manager,Single,419.9,1.0,Y,12,8,1,0.0,3,0,0,0,2.0,4.0,3.0,3,3
1882,54,No,Travel_Rarely,Sales,14.375,3,Medical,1941,Female,1,Laboratory Technician,Married,1768.3899999999999,8.0,Y,13,8,1,22.0,2,10,0,8,3.0,3.0,3.0,3,3
1883,35,No,Travel_Rarely,Research & Development,3.75,4,Medical,1942,Female,1,Manufacturing Director,Divorced,1559.48,1.0,Y,19,8,2,16.0,3,16,10,1,3.0,3.0,2.0,3,3
1884,30,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,1943,Female,5,Healthcare Representative,Married,728.65,0.0,Y,12,8,1,9.0,0,8,1,7,2.0,1.0,2.0,2,3
1885,20,Yes,Travel_Rarely,Research & Development,1.25,2,Life Sciences,1944,Female,2,Research Scientist,Single,831.61,1.0,Y,17,8,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3
1886,30,Yes,Travel_Frequently,Research & Development,5.0,4,Medical,1945,Male,1,Sales Executive,Single,2488.72,0.0,Y,11,8,0,4.0,3,3,1,2,2.0,2.0,3.0,3,3
1887,26,No,Travel_Rarely,Sales,0.625,3,Marketing,1946,Female,2,Research Scientist,Married,2285.92,1.0,Y,20,8,0,8.0,2,8,1,3,4.0,4.0,3.0,3,4
1888,22,No,Travel_Rarely,Research & Development,5.0,3,Other,1947,Male,2,Sales Representative,Married,637.91,1.0,Y,21,8,1,4.0,2,4,1,1,2.0,1.0,2.0,3,4
1889,48,No,Travel_Rarely,Human Resources,1.25,4,Medical,1948,Male,2,Sales Executive,Single,592.02,2.0,Y,11,8,2,19.0,3,2,2,2,1.0,3.0,3.0,3,3
1890,48,No,Travel_Rarely,Sales,1.875,3,Medical,1949,Male,1,Research Director,Single,703.9499999999999,7.0,Y,11,8,1,27.0,1,15,4,8,3.0,3.0,3.0,3,3
1891,41,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,1950,Male,2,Research Scientist,Single,616.3299999999999,6.0,Y,16,8,0,8.0,3,2,2,1,4.0,3.0,3.0,3,3
1892,39,No,Travel_Rarely,Sales,1.25,3,Life Sciences,1951,Male,3,Human Resources,Married,274.95,1.0,Y,18,8,0,21.0,3,21,11,8,4.0,4.0,3.0,4,3
1893,27,No,Travel_Rarely,Research & Development,1.875,3,Life Sciences,1952,Male,2,Human Resources,Married,410.93,0.0,Y,13,8,2,4.0,0,3,2,2,1.0,4.0,3.0,3,3
1894,35,No,Travel_Rarely,Sales,15.0,3,Medical,1953,Male,5,Sales Executive,Divorced,746.8499999999999,1.0,Y,17,8,3,3.0,4,3,1,2,2.0,4.0,2.0,3,3
1895,50,No,Travel_Rarely,Sales,16.875,3,Medical,1955,Male,2,Sales Executive,Married,430.29999999999995,4.0,Y,22,8,1,8.0,3,1,0,0,1.0,4.0,3.0,4,4
1896,59,No,Travel_Rarely,Research & Development,10.0,4,Medical,1956,Female,5,Laboratory Technician,Single,2426.45,3.0,Y,12,8,0,30.0,3,5,4,3,3.0,4.0,3.0,2,3
1897,37,Yes,Travel_Rarely,Sales,9.375,3,Marketing,1957,Male,2,Laboratory Technician,Married,583.05,5.0,Y,11,8,1,15.0,2,1,0,0,1.0,2.0,1.0,4,3
1898,55,No,Travel_Frequently,Research & Development,16.25,2,Life Sciences,1958,Female,2,Sales Executive,Married,362.57,3.0,Y,13,8,1,17.0,2,8,6,7,3.0,2.0,3.0,2,3
1899,41,No,Non-Travel,Research & Development,11.875,1,Life Sciences,1959,Male,2,Research Scientist,Divorced,757.64,1.0,Y,13,8,0,21.0,0,21,5,10,2.0,3.0,3.0,3,3
1900,38,No,Travel_Rarely,Research & Development,15.0,2,Other,1960,Female,1,Laboratory Technician,Single,302.38,8.0,Y,14,8,0,19.0,3,1,0,0,2.0,4.0,3.0,4,3
1901,26,Yes,Non-Travel,Research & Development,13.125,1,Life Sciences,1961,Female,1,Manufacturing Director,Single,1758.25,8.0,Y,17,8,1,7.0,4,2,2,2,2.0,1.0,3.0,2,3
1902,52,Yes,Travel_Rarely,Research & Development,3.125,4,Medical,1962,Female,4,Human Resources,Married,184.6,1.0,Y,13,8,1,33.0,2,32,6,9,1.0,4.0,3.0,4,3
1903,44,No,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1963,Female,1,Healthcare Representative,Married,1042.6,3.0,Y,11,8,1,23.0,2,12,11,11,4.0,4.0,3.0,3,3
1904,50,No,Non-Travel,Human Resources,1.25,2,Life Sciences,1964,Male,1,Laboratory Technician,Married,479.44,0.0,Y,11,8,0,19.0,3,18,0,13,4.0,3.0,3.0,2,3
1905,36,Yes,Travel_Rarely,Sales,1.25,4,Technical Degree,1965,Male,4,Sales Executive,Single,712.66,1.0,Y,18,8,0,18.0,3,17,15,14,3.0,1.0,3.0,3,3
1906,39,No,Travel_Frequently,Sales,6.875,3,Marketing,1966,Male,1,Sales Executive,Single,2081.95,1.0,Y,11,8,0,21.0,3,21,2,8,4.0,1.0,3.0,4,3
1907,33,No,Non-Travel,Sales,5.625,2,Technical Degree,1967,Male,5,Sales Representative,Single,156.0,0.0,Y,11,8,1,3.0,3,2,2,2,2.0,4.0,2.0,3,3
1908,45,No,Travel_Rarely,Research & Development,4.375,2,Other,1968,Male,1,Human Resources,Married,735.93,3.0,Y,12,8,0,26.0,2,9,1,1,4.0,4.0,4.0,2,3
1909,32,No,Non-Travel,Research & Development,9.375,3,Medical,1969,Male,2,Manager,Single,900.77,9.0,Y,20,8,0,10.0,6,8,7,7,4.0,3.0,3.0,1,4
1910,34,No,Travel_Rarely,Sales,3.75,4,Marketing,1970,Male,2,Research Director,Divorced,1249.69,0.0,Y,12,8,1,16.0,5,15,0,9,2.0,4.0,2.0,2,3
1911,59,No,Travel_Rarely,Research & Development,3.125,3,Life Sciences,1971,Male,2,Research Scientist,Married,737.62,3.0,Y,12,8,0,14.0,6,6,0,4,2.0,4.0,1.0,3,3
1912,45,No,Travel_Rarely,Research & Development,10.0,1,Medical,1972,Male,2,Sales Executive,Single,712.92,1.0,Y,20,8,3,6.0,6,6,0,4,2.0,2.0,3.0,3,4
1913,53,No,Travel_Frequently,Sales,5.0,2,Medical,1973,Male,2,Research Scientist,Married,1567.9299999999998,2.0,Y,20,8,1,30.0,2,15,6,12,3.0,2.0,3.0,4,4
1914,36,Yes,Travel_Rarely,Research & Development,4.375,2,Life Sciences,1974,Female,1,Research Scientist,Divorced,735.8,7.0,Y,12,8,0,9.0,3,1,0,0,1.0,3.0,2.0,3,3
1915,26,Yes,Travel_Frequently,Sales,1.25,3,Life Sciences,1975,Male,2,Research Scientist,Married,626.73,6.0,Y,14,8,2,6.0,2,3,1,2,1.0,1.0,3.0,3,3
1916,34,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,1976,Male,1,Sales Representative,Married,833.3,1.0,Y,13,8,1,1.0,5,1,0,0,3.0,3.0,3.0,2,3
1917,28,No,Travel_Rarely,Research & Development,6.25,3,Other,1977,Male,2,Sales Representative,Married,677.3,1.0,Y,15,8,0,1.0,1,1,0,0,4.0,2.0,3.0,4,3
1918,38,No,Travel_Frequently,Sales,5.625,4,Medical,1978,Male,2,Research Scientist,Married,350.34999999999997,3.0,Y,14,8,1,8.0,4,2,2,2,3.0,3.0,3.0,1,3
1919,50,No,Travel_Rarely,Research & Development,3.125,4,Life Sciences,1979,Male,1,Sales Executive,Married,1544.1399999999999,2.0,Y,13,8,1,29.0,2,8,7,7,2.0,3.0,2.0,3,3
1920,37,No,Travel_Rarely,Research & Development,0.625,3,Life Sciences,1980,Male,1,Laboratory Technician,Single,2218.8399999999997,3.0,Y,23,8,0,8.0,6,4,0,1,4.0,2.0,2.0,3,4
