,Age,Attrition,DistanceFromHome,Education,EmployeeID,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1644,35,0,1.25,3,1696,0,5,324.47999999999996,4.0,17,8,3,9.0,3,3,0,2,1.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1645,31,0,0.625,3,1697,0,2,840.4499999999999,4.0,17,8,0,13.0,3,7,5,7,1.0,4.0,4.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1646,27,0,13.75,4,1698,1,1,286.78,0.0,14,8,1,6.0,4,5,0,3,1.0,3.0,2.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1647,37,0,5.625,4,1699,0,2,271.18,4.0,14,8,0,17.0,3,3,1,0,4.0,3.0,2.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1648,20,0,10.625,4,1700,0,1,298.09,1.0,13,8,2,1.0,3,1,0,0,4.0,2.0,4.0,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1649,42,0,17.5,4,1701,0,2,343.84999999999997,1.0,15,8,0,10.0,5,10,2,2,3.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1650,43,0,6.25,5,1702,0,2,348.78999999999996,4.0,11,8,0,21.0,3,1,0,0,2.0,4.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1651,38,0,1.25,4,1703,1,1,261.82,3.0,17,8,1,8.0,5,0,0,0,3.0,1.0,2.0,4,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1652,43,0,2.5,3,1704,0,2,444.46999999999997,3.0,11,8,1,10.0,5,8,4,7,4.0,3.0,3.0,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1653,48,0,5.0,1,1705,1,2,698.88,7.0,13,8,1,21.0,3,3,0,2,4.0,1.0,1.0,4,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1654,44,0,18.125,4,1706,1,2,253.63,4.0,22,8,3,10.0,4,2,0,2,1.0,3.0,4.0,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1655,34,0,8.125,4,1707,0,1,304.33,1.0,20,8,2,8.0,3,8,0,6,3.0,3.0,3.0,2,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1656,27,1,16.875,3,1708,1,2,298.09,0.0,18,8,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1657,21,0,10.0,2,1709,1,3,1134.3799999999999,1.0,11,8,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1658,44,0,1.25,2,1710,1,1,521.43,4.0,14,8,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1659,22,0,1.25,2,1711,0,2,2540.85,0.0,14,8,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1660,32,0,0.625,1,1713,0,1,392.85999999999996,1.0,16,8,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1661,30,0,2.5,5,1714,1,3,750.36,1.0,17,8,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1662,53,0,15.0,3,1715,0,3,294.96999999999997,7.0,11,8,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1663,34,0,0.625,5,1716,1,1,699.53,1.0,12,8,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1664,45,1,11.875,4,1717,1,3,447.33,2.0,13,8,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1665,26,0,4.375,2,1718,1,1,709.02,1.0,13,8,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1666,37,0,2.5,3,1719,1,1,1284.9199999999998,1.0,14,8,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1667,29,0,1.25,3,1720,0,1,540.41,1.0,17,8,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1668,35,0,6.25,5,1721,0,4,1749.54,1.0,11,8,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1669,33,0,5.0,3,1722,1,2,1178.97,3.0,25,8,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1670,36,0,5.0,3,1724,1,2,768.9499999999999,2.0,13,8,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1671,27,0,5.625,3,1725,1,5,779.0899999999999,0.0,14,8,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1672,20,1,0.625,3,1726,1,5,801.06,1.0,12,8,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1673,33,1,9.375,4,1727,0,1,312.78,1.0,11,8,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1674,35,0,1.25,1,1728,1,1,2436.2,1.0,19,8,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1675,23,0,1.25,3,1729,1,1,992.81,2.0,11,8,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1676,25,0,6.875,3,1730,1,2,1312.48,0.0,11,8,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1677,38,0,10.0,3,1731,1,5,1918.28,0.0,20,8,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1678,29,0,1.25,4,1732,1,4,844.87,1.0,18,8,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1679,48,0,10.0,3,1733,1,1,1264.12,3.0,13,8,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1680,27,0,2.5,3,1734,1,5,285.21999999999997,1.0,12,8,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1681,37,0,10.0,3,1735,1,3,440.44,3.0,11,8,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1682,50,0,3.125,3,1736,1,1,711.49,1.0,19,8,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1683,34,0,11.25,1,1737,1,1,351.39,1.0,21,8,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1684,24,1,10.625,2,1738,0,1,325.13,9.0,12,8,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1685,39,0,7.5,5,1739,0,1,808.5999999999999,1.0,14,8,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1686,32,0,1.25,3,1740,1,5,394.94,1.0,11,8,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1687,50,1,2.5,2,1741,1,4,575.12,3.0,14,8,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1688,38,0,5.625,4,1742,1,1,560.56,0.0,12,8,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1689,27,0,6.25,3,1743,1,5,1721.85,1.0,23,8,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1690,32,0,0.625,3,1744,1,2,1776.32,3.0,14,8,0,10.0,6,7,7,7,3.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1691,47,0,1.25,3,1745,0,5,652.73,2.0,17,8,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1692,40,0,1.875,4,1746,0,3,666.38,5.0,18,8,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1693,53,0,4.375,1,1747,1,2,371.66999999999996,3.0,18,8,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1694,41,0,3.75,3,1748,1,1,1331.07,3.0,24,8,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1695,60,0,5.0,2,1749,0,5,692.77,8.0,20,8,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1696,27,0,18.125,1,1750,1,2,562.25,1.0,14,8,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1697,41,0,1.875,3,1751,1,1,943.8,1.0,16,8,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1698,50,0,5.625,3,1752,1,2,301.86,7.0,25,8,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1699,28,1,1.25,4,1753,1,3,269.75,7.0,18,8,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1700,36,0,6.25,4,1754,0,2,539.76,9.0,19,8,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1701,38,0,0.625,3,1755,0,3,1250.47,4.0,13,8,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1702,44,0,5.0,2,1756,1,1,1755.3899999999999,2.0,12,8,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1703,47,0,16.875,3,1757,1,1,707.3299999999999,9.0,22,8,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1704,30,0,5.0,3,1758,1,2,677.17,7.0,14,8,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1705,29,0,0.625,2,1759,0,1,1387.49,1.0,13,8,3,1.0,2,1,0,0,3.0,3.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1706,42,1,6.25,1,1760,0,1,651.3,6.0,21,8,3,7.0,3,2,2,2,3.0,3.0,3.0,3,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1707,43,0,16.25,1,1761,1,1,1761.37,3.0,11,8,2,7.0,3,2,2,2,4.0,4.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1708,34,0,1.25,5,1762,1,2,649.87,3.0,12,8,2,10.0,2,5,4,3,2.0,3.0,3.0,4,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1709,23,0,8.125,3,1763,1,5,548.73,1.0,11,8,1,5.0,4,4,0,2,2.0,1.0,4.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1710,39,0,1.25,4,1764,0,4,1803.36,9.0,12,8,3,12.0,3,8,3,6,3.0,2.0,1.0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1711,56,0,1.25,4,1765,1,1,265.46,7.0,12,8,0,30.0,6,10,1,1,3.0,4.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1712,40,0,5.625,3,1766,1,2,269.49,0.0,14,8,0,5.0,3,4,2,3,4.0,4.0,2.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1713,27,0,6.25,3,1767,0,1,384.28,8.0,13,8,0,9.0,6,7,0,7,4.0,1.0,1.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1714,29,0,12.5,3,1768,0,2,380.38,1.0,15,8,1,2.0,3,2,2,2,4.0,2.0,3.0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1715,53,0,5.625,3,1769,0,3,625.17,2.0,18,8,0,19.0,2,2,2,2,4.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1716,35,0,3.125,1,1770,1,1,671.1899999999999,2.0,18,8,2,16.0,4,1,0,0,4.0,1.0,4.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1717,32,0,2.5,4,1771,1,2,2449.72,1.0,19,8,0,10.0,3,10,4,7,1.0,4.0,3.0,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1718,38,0,6.25,3,1772,1,4,2362.3599999999997,6.0,12,8,2,6.0,5,1,0,1,4.0,3.0,1.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1719,34,0,12.5,3,1773,0,3,746.7199999999999,3.0,19,8,1,7.0,4,0,0,0,2.0,1.0,3.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1720,52,0,13.125,5,1774,1,3,375.57,1.0,11,8,1,34.0,2,34,1,16,3.0,1.0,4.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1721,33,1,0.625,2,1775,1,3,373.22999999999996,1.0,17,8,3,10.0,2,10,7,8,4.0,4.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1722,25,0,5.0,3,1776,1,2,972.92,1.0,15,8,0,6.0,3,6,1,4,3.0,4.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1723,45,0,1.25,3,1777,1,3,789.62,0.0,14,8,0,9.0,2,8,3,1,2.0,3.0,3.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1724,23,0,14.375,1,1778,0,2,2252.64,1.0,17,8,1,2.0,2,2,0,2,1.0,3.0,3.0,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1725,47,1,2.5,3,1779,1,1,360.62,4.0,13,8,1,8.0,2,5,1,3,2.0,3.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1726,34,0,7.5,3,1780,1,1,585.65,1.0,12,8,0,6.0,3,6,1,4,4.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1727,55,1,4.375,3,1781,1,4,965.64,5.0,12,8,0,24.0,2,5,1,4,4.0,1.0,3.0,3,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1728,36,0,4.375,2,1782,1,5,1512.03,1.0,18,8,1,10.0,2,10,0,9,1.0,1.0,3.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
