Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
47,No,Travel_Rarely,Research & Development,14.375,4,Life Sciences,2233,Female,2,Sales Executive,Married,815.62,7.0,14,8,2,17.0,0,6,1,2,1.0,4.0,2.0,3,3
25,Yes,Travel_Rarely,Sales,10.0,4,Life Sciences,2234,Male,2,Research Scientist,Married,2581.67,3.0,19,8,0,6.0,3,3,2,2,1.0,1.0,3.0,2,3
37,No,Non-Travel,Sales,5.0,4,Medical,2235,Male,1,Healthcare Representative,Single,986.31,0.0,22,8,1,7.0,5,6,1,3,3.0,3.0,1.0,3,4
56,No,Travel_Rarely,Research & Development,6.25,4,Other,2236,Male,2,Sales Representative,Married,553.54,2.0,16,8,0,5.0,2,3,1,0,1.0,1.0,4.0,3,3
47,No,Travel_Rarely,Research & Development,1.875,2,Medical,2237,Male,2,Laboratory Technician,Married,567.3199999999999,3.0,11,8,1,26.0,3,20,5,6,1.0,3.0,4.0,3,3
24,No,Travel_Rarely,Research & Development,3.125,1,Other,2238,Male,1,Manufacturing Director,Married,563.55,1.0,15,8,1,5.0,5,5,0,3,4.0,3.0,3.0,3,3
32,No,Travel_Rarely,Sales,2.5,3,Marketing,2239,Male,1,Research Scientist,Married,692.38,4.0,14,8,1,7.0,2,4,0,3,4.0,4.0,2.0,3,3
34,No,Travel_Rarely,Research & Development,5.625,2,Medical,2240,Male,1,Sales Executive,Married,426.4,5.0,13,8,0,7.0,3,5,0,2,4.0,2.0,2.0,3,3
41,No,Travel_Rarely,Research & Development,16.25,3,Medical,2241,Female,3,Sales Executive,Married,713.05,2.0,17,8,2,7.0,2,4,0,3,2.0,3.0,2.0,3,3
40,No,Non-Travel,Sales,1.875,2,Life Sciences,2242,Male,1,Sales Executive,Divorced,564.4599999999999,3.0,11,8,1,11.0,6,8,0,7,3.0,3.0,4.0,2,3
31,No,Travel_Rarely,Research & Development,10.0,3,Medical,2243,Male,2,Human Resources,Divorced,361.66,1.0,19,8,1,13.0,5,13,9,9,1.0,4.0,3.0,3,3
46,Yes,Travel_Rarely,Research & Development,11.25,1,Medical,2244,Male,1,Manufacturing Director,Divorced,777.4,4.0,11,8,1,28.0,2,7,4,3,1.0,4.0,4.0,3,3
39,Yes,Non-Travel,Research & Development,1.25,4,Medical,2245,Male,2,Manufacturing Director,Single,569.53,2.0,15,8,2,11.0,1,1,0,0,1.0,1.0,4.0,2,3
31,Yes,Travel_Frequently,Sales,1.25,3,Medical,2246,Male,2,Sales Executive,Single,334.36,1.0,13,8,3,10.0,3,10,4,7,3.0,2.0,3.0,3,3
45,No,Travel_Rarely,Sales,6.25,2,Marketing,2247,Male,1,Sales Executive,Divorced,498.29,2.0,14,8,0,24.0,1,7,0,7,2.0,1.0,3.0,3,3
31,No,Travel_Rarely,Research & Development,10.0,4,Life Sciences,2248,Male,3,Human Resources,Single,551.72,9.0,13,8,0,8.0,3,3,0,2,4.0,2.0,3.0,3,3
31,Yes,Travel_Frequently,Research & Development,4.375,4,Life Sciences,2249,Male,1,Laboratory Technician,Married,845.0,6.0,23,8,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4
45,No,Travel_Rarely,Research & Development,0.625,2,Life Sciences,2250,Female,1,Research Scientist,Married,2395.9,4.0,12,8,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3
48,No,Travel_Rarely,Research & Development,15.0,3,Technical Degree,2251,Male,2,Research Scientist,Divorced,208.13,4.0,12,8,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3
34,Yes,Travel_Rarely,Research & Development,4.375,4,Medical,2252,Male,2,Research Scientist,Married,350.22,1.0,16,8,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3
40,No,Non-Travel,Research & Development,15.625,4,Other,2253,Female,1,Sales Executive,Divorced,409.37,2.0,15,8,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3
28,No,Travel_Rarely,Research & Development,0.625,2,Technical Degree,2254,Female,1,Research Scientist,Single,2293.07,0.0,13,8,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3
44,No,Non-Travel,Research & Development,3.125,3,Life Sciences,2255,Male,1,Laboratory Technician,Single,301.47,3.0,18,8,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3
53,No,Travel_Rarely,Research & Development,1.25,4,Technical Degree,2256,Male,2,Manager,Single,1519.83,4.0,20,8,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4
49,No,Travel_Rarely,Research & Development,4.375,3,Life Sciences,2257,Male,3,Laboratory Technician,Married,692.12,2.0,19,8,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3
40,No,Travel_Rarely,Research & Development,1.25,4,Life Sciences,2258,Male,3,Laboratory Technician,Divorced,2177.76,2.0,18,8,1,8.0,3,3,1,2,3.0,3.0,4.0,3,3
44,No,Travel_Rarely,Research & Development,3.125,1,Other,2259,Male,3,Research Scientist,Single,679.64,1.0,13,8,0,6.0,2,5,1,3,4.0,2.0,2.0,4,3
33,No,Travel_Frequently,Human Resources,6.25,3,Medical,2260,Female,2,Sales Executive,Married,351.0,0.0,14,8,3,5.0,2,4,0,3,4.0,1.0,3.0,3,3
34,No,Travel_Rarely,Research & Development,6.25,4,Life Sciences,2261,Female,1,Sales Representative,Single,2501.98,3.0,15,8,1,15.0,5,13,3,12,4.0,1.0,3.0,3,3
30,No,Travel_Rarely,Sales,0.625,2,Technical Degree,2262,Male,1,Laboratory Technician,Married,325.78,8.0,22,8,0,4.0,3,2,2,2,4.0,3.0,2.0,3,4
42,No,Travel_Frequently,Research & Development,5.0,4,Medical,2263,Female,1,Sales Executive,Single,788.06,1.0,22,8,2,12.0,2,12,5,8,1.0,4.0,3.0,3,4
44,No,Travel_Frequently,Research & Development,3.125,3,Life Sciences,2264,Female,5,Manufacturing Director,Married,569.66,7.0,16,8,2,11.0,2,1,0,0,1.0,3.0,2.0,3,3
30,No,Non-Travel,Research & Development,5.0,3,Life Sciences,2265,Male,1,Manufacturing Director,Divorced,278.59,1.0,17,8,1,1.0,2,1,0,0,3.0,3.0,2.0,3,3
57,No,Travel_Rarely,Sales,1.25,1,Life Sciences,2266,Male,3,Research Scientist,Married,801.06,0.0,14,8,0,13.0,5,12,2,8,2.0,3.0,2.0,2,3
49,No,Travel_Rarely,Research & Development,4.375,3,Technical Degree,2267,Female,2,Sales Executive,Divorced,662.2199999999999,3.0,15,8,0,29.0,5,8,0,7,3.0,2.0,3.0,3,3
34,No,Travel_Frequently,Research & Development,1.25,4,Medical,2268,Female,2,Sales Representative,Divorced,894.01,7.0,20,8,0,16.0,3,14,6,9,2.0,1.0,2.0,3,4
28,Yes,Travel_Frequently,Research & Development,1.25,3,Medical,2269,Male,1,Research Scientist,Married,295.62,3.0,20,8,1,5.0,5,3,1,2,1.0,3.0,4.0,3,4
29,Yes,Travel_Frequently,Research & Development,17.5,3,Medical,2270,Female,5,Research Scientist,Single,576.42,5.0,17,8,3,7.0,1,5,0,0,1.0,2.0,1.0,3,3
34,Yes,Travel_Rarely,Research & Development,4.375,1,Medical,2271,Male,1,Research Scientist,Single,817.4399999999999,0.0,15,8,1,16.0,2,15,10,10,1.0,2.0,4.0,3,3
35,No,Travel_Rarely,Sales,4.375,4,Other,2272,Female,4,Healthcare Representative,Married,331.89,1.0,14,8,1,1.0,4,1,0,0,4.0,3.0,3.0,2,3
24,Yes,Travel_Frequently,Sales,1.875,3,Life Sciences,2273,Male,2,Research Scientist,Single,995.02,2.0,17,8,1,4.0,3,0,0,0,2.0,1.0,2.0,2,3
24,No,Non-Travel,Research & Development,6.25,3,Life Sciences,2274,Female,2,Manager,Married,670.8,1.0,17,8,1,1.0,3,1,0,0,4.0,2.0,3.0,1,3
44,No,Travel_Frequently,Research & Development,3.125,2,Medical,2275,Female,2,Research Scientist,Single,2230.67,5.0,22,8,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4
29,No,Travel_Rarely,Sales,6.25,2,Life Sciences,2276,Female,1,Sales Executive,Divorced,1665.04,1.0,13,8,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3
30,No,Travel_Rarely,Research & Development,0.625,2,Life Sciences,2277,Male,3,Sales Executive,Divorced,1328.73,0.0,19,8,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3
55,No,Travel_Rarely,Sales,12.5,3,Marketing,2278,Male,2,Research Scientist,Married,621.27,0.0,14,8,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3
33,No,Travel_Rarely,Research & Development,4.375,2,Life Sciences,2279,Male,2,Research Scientist,Married,485.81,8.0,22,8,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4
47,No,Travel_Rarely,Research & Development,5.0,4,Medical,2280,Female,2,Sales Representative,Married,307.58,3.0,17,8,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3
28,Yes,Travel_Frequently,Sales,0.625,3,Marketing,2281,Male,2,Laboratory Technician,Single,221.78,7.0,12,8,0,8.0,3,0,0,0,3.0,1.0,2.0,3,3
28,No,Travel_Rarely,Sales,5.0,4,Marketing,2282,Male,1,Laboratory Technician,Divorced,2119.91,1.0,16,8,0,1.0,3,1,0,0,1.0,3.0,1.0,2,3
28,No,Travel_Frequently,Research & Development,5.625,3,Life Sciences,2283,Female,2,Sales Executive,Single,771.29,0.0,11,8,0,5.0,3,4,1,3,3.0,1.0,3.0,3,3
49,No,Travel_Rarely,Research & Development,3.125,4,Life Sciences,2284,Female,1,Research Scientist,Married,445.12,4.0,11,8,0,10.0,3,3,1,2,3.0,1.0,3.0,3,3
29,No,Travel_Frequently,Research & Development,5.0,1,Medical,2285,Male,1,Research Scientist,Married,524.81,0.0,14,8,0,4.0,2,3,0,2,4.0,2.0,3.0,1,3
28,No,Travel_Rarely,Research & Development,3.125,1,Technical Degree,2286,Male,2,Laboratory Technician,Married,332.67,1.0,11,8,0,8.0,3,8,1,7,3.0,2.0,2.0,2,3
33,No,Travel_Rarely,Research & Development,9.375,4,Life Sciences,2287,Female,1,Sales Executive,Single,806.13,2.0,15,8,3,14.0,2,0,0,0,4.0,3.0,3.0,2,3
32,No,Travel_Rarely,Research & Development,4.375,3,Life Sciences,2288,Female,3,Laboratory Technician,Single,572.39,2.0,20,8,0,10.0,3,5,0,0,3.0,4.0,4.0,2,4
54,No,Travel_Frequently,Sales,6.25,3,Life Sciences,2289,Female,4,Research Scientist,Divorced,488.93,3.0,12,8,0,26.0,3,14,1,12,2.0,4.0,3.0,2,3
29,Yes,Travel_Rarely,Research & Development,3.125,3,Life Sciences,2290,Female,2,Research Scientist,Single,1421.4199999999998,6.0,17,8,2,11.0,2,9,0,7,1.0,1.0,1.0,3,3
44,No,Travel_Rarely,Sales,16.25,1,Marketing,2291,Male,1,Sales Representative,Married,1398.9299999999998,3.0,11,8,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3
39,No,Travel_Rarely,Sales,3.75,1,Technical Degree,2292,Female,2,Laboratory Technician,Single,672.75,4.0,17,8,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3
46,No,Travel_Rarely,Research & Development,2.5,2,Life Sciences,2293,Male,3,Manufacturing Director,Married,1797.38,8.0,11,8,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3
35,No,Travel_Rarely,Research & Development,14.375,4,Life Sciences,2294,Male,2,Research Scientist,Single,823.42,1.0,14,8,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3
23,No,Travel_Rarely,Research & Development,1.25,4,Medical,2295,Female,2,Manager,Single,641.68,0.0,19,8,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3
40,Yes,Travel_Rarely,Research & Development,1.25,3,Medical,2296,Male,2,Research Director,Single,620.75,3.0,15,8,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3
34,No,Travel_Rarely,Human Resources,1.25,3,Human Resources,2297,Male,2,Manufacturing Director,Married,366.34,1.0,13,8,1,10.0,2,10,8,6,4.0,3.0,3.0,3,3
31,Yes,Travel_Frequently,Research & Development,18.125,3,Life Sciences,2298,Female,2,Healthcare Representative,Single,326.95,1.0,14,8,0,7.0,3,7,7,7,4.0,3.0,1.0,2,3
50,No,Travel_Frequently,Research & Development,3.75,3,Medical,2299,Male,1,Manager,Single,304.46,1.0,12,8,1,32.0,2,32,13,9,3.0,4.0,3.0,2,3
34,No,Travel_Rarely,Sales,15.625,5,Marketing,2300,Female,1,Research Scientist,Married,545.22,0.0,17,8,2,12.0,3,11,5,7,2.0,3.0,3.0,3,3
42,No,Travel_Rarely,Research & Development,0.625,3,Life Sciences,2301,Female,1,Manufacturing Director,Married,1389.05,4.0,11,8,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3
37,No,Travel_Rarely,Research & Development,1.25,2,Medical,2302,Male,1,Research Scientist,Married,262.86,1.0,12,8,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3
29,No,Travel_Rarely,Research & Development,0.625,3,Medical,2303,Female,1,Manager,Married,300.82,3.0,13,8,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3
33,No,Travel_Rarely,Research & Development,0.625,1,Life Sciences,2304,Male,1,Research Scientist,Single,553.28,1.0,13,8,3,5.0,1,5,0,2,4.0,2.0,3.0,3,3
45,No,Travel_Rarely,Sales,1.875,3,Life Sciences,2305,Male,3,Laboratory Technician,Married,465.4,4.0,20,8,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4
42,No,Travel_Frequently,Human Resources,0.625,4,Technical Degree,2306,Male,2,Manufacturing Director,Married,411.06,2.0,17,8,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3
40,No,Travel_Rarely,Sales,6.25,1,Life Sciences,2307,Female,1,Manufacturing Director,Married,848.12,0.0,13,8,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3
33,No,Travel_Rarely,Research & Development,5.625,3,Medical,2308,Female,2,Manufacturing Director,Married,376.87,1.0,17,8,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3
40,No,Travel_Rarely,Sales,3.125,5,Life Sciences,2309,Male,1,Manufacturing Director,Single,680.03,1.0,12,8,2,21.0,4,21,7,7,3.0,4.0,3.0,3,3
24,No,Travel_Rarely,Sales,6.25,2,Marketing,2310,Male,1,Manufacturing Director,Divorced,306.28,0.0,13,8,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3
45,No,Travel_Rarely,Research & Development,2.5,3,Medical,2312,Female,3,Laboratory Technician,Divorced,1538.6799999999998,1.0,22,8,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4
35,No,Travel_Rarely,Research & Development,6.25,1,Life Sciences,2313,Male,1,Healthcare Representative,Married,1417.39,0.0,11,8,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3
32,No,Travel_Rarely,Research & Development,13.75,4,Medical,2314,Male,1,Sales Executive,Married,386.49,3.0,22,8,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4
36,No,Travel_Rarely,Sales,5.625,3,Marketing,2315,Female,4,Research Scientist,Single,1855.75,3.0,18,8,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3
48,No,Travel_Rarely,Research & Development,7.5,4,Medical,2316,Male,1,Laboratory Technician,Divorced,723.06,8.0,13,8,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3
29,No,Travel_Rarely,Research & Development,14.375,4,Life Sciences,2317,Female,2,Healthcare Representative,Married,589.81,6.0,18,8,1,5.0,5,1,0,0,3.0,3.0,2.0,4,3
33,No,Travel_Rarely,Research & Development,5.625,1,Medical,2318,Male,1,Healthcare Representative,Married,993.46,2.0,20,8,1,8.0,2,2,2,2,1.0,1.0,1.0,2,4
30,Yes,Travel_Rarely,Research & Development,0.625,3,Other,2319,Male,3,Sales Executive,Married,2330.12,1.0,13,8,2,10.0,2,10,6,7,2.0,1.0,3.0,3,3
38,No,Travel_Frequently,Sales,5.625,3,Marketing,2320,Male,1,Manufacturing Director,Married,676.52,3.0,13,8,1,10.0,2,6,1,2,3.0,3.0,3.0,3,3
35,No,Travel_Rarely,Sales,4.375,2,Life Sciences,2321,Male,1,Sales Executive,Single,296.01,1.0,12,8,1,3.0,2,3,1,2,4.0,1.0,3.0,3,3
30,No,Travel_Rarely,Research & Development,8.75,3,Technical Degree,2322,Male,5,Research Director,Married,363.35,3.0,13,8,0,9.0,4,4,1,3,3.0,2.0,3.0,3,3
35,Yes,Travel_Rarely,Research & Development,1.25,3,Medical,2323,Female,1,Research Scientist,Divorced,329.16,1.0,13,8,0,1.0,2,1,0,0,1.0,1.0,3.0,1,3
53,Yes,Travel_Rarely,Research & Development,11.875,3,Life Sciences,2324,Male,2,Manager,Married,332.67,0.0,25,8,0,34.0,2,33,1,9,3.0,4.0,3.0,3,4
38,Yes,Travel_Rarely,Research & Development,1.25,3,Medical,2325,Female,3,Sales Executive,Married,638.04,4.0,19,8,1,7.0,3,5,1,4,3.0,2.0,3.0,2,3
32,No,Non-Travel,Research & Development,6.25,4,Life Sciences,2326,Female,5,Research Scientist,Married,309.4,4.0,13,8,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3
48,No,Travel_Rarely,Research & Development,1.25,5,Life Sciences,2327,Male,1,Sales Executive,Married,619.4499999999999,8.0,12,8,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3
34,No,Travel_Rarely,Research & Development,1.875,3,Life Sciences,2328,Male,2,Sales Executive,Single,265.72,1.0,11,8,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3
55,No,Travel_Rarely,Research & Development,6.875,1,Medical,2329,Female,1,Laboratory Technician,Married,350.09,1.0,18,8,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3
34,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,2330,Male,2,Research Scientist,Married,856.18,9.0,18,8,1,9.0,3,2,2,1,2.0,4.0,2.0,3,3
26,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,2331,Male,1,Research Director,Married,428.22,1.0,11,8,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3
38,No,Travel_Rarely,Sales,8.75,2,Marketing,2332,Female,1,Sales Executive,Married,542.23,0.0,23,8,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4
38,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,2333,Female,1,Manufacturing Director,Single,361.14,2.0,13,8,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3
36,No,Travel_Rarely,Human Resources,0.625,3,Human Resources,2334,Male,1,Research Scientist,Single,309.01,6.0,13,8,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3
29,No,Travel_Rarely,Research & Development,6.25,3,Life Sciences,2335,Male,1,Sales Representative,Single,312.52,1.0,17,8,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3
35,No,Travel_Rarely,Sales,7.5,2,Life Sciences,2336,Female,2,Sales Executive,Single,301.34,3.0,19,8,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3
39,No,Travel_Rarely,Sales,1.25,2,Medical,2337,Female,1,Sales Executive,Married,261.04,2.0,12,8,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3
29,No,Travel_Frequently,Research & Development,3.125,1,Medical,2338,Female,1,Research Scientist,Divorced,811.7199999999999,1.0,22,8,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4
50,No,Travel_Rarely,Research & Development,2.5,2,Medical,2339,Female,1,Laboratory Technician,Married,363.87,4.0,12,8,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3
23,No,Travel_Rarely,Research & Development,4.375,2,Life Sciences,2340,Female,3,Manager,Married,1371.76,2.0,11,8,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3
36,No,Travel_Frequently,Sales,13.125,3,Life Sciences,2341,Male,2,Human Resources,Married,302.77,3.0,15,8,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3
42,No,Travel_Rarely,Research & Development,5.0,2,Life Sciences,2342,Female,5,Manager,Single,521.8199999999999,8.0,13,8,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3
35,No,Travel_Rarely,Sales,2.5,3,Medical,2343,Female,2,Laboratory Technician,Married,962.39,1.0,12,8,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3
34,No,Travel_Frequently,Research & Development,15.625,1,Life Sciences,2344,Female,1,Manager,Married,293.67,1.0,14,8,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3
40,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,2345,Male,2,Laboratory Technician,Married,901.16,1.0,13,8,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3
43,No,Travel_Rarely,Research & Development,0.625,1,Other,2346,Male,1,Manager,Divorced,608.14,5.0,25,8,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4
35,No,Travel_Rarely,Sales,3.75,3,Marketing,2347,Female,3,Sales Representative,Married,1765.66,1.0,17,8,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3
46,No,Travel_Rarely,Research & Development,7.5,4,Technical Degree,2348,Male,1,Laboratory Technician,Single,303.16,1.0,11,8,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3
28,Yes,Travel_Rarely,Human Resources,0.625,3,Medical,2349,Female,2,Laboratory Technician,Married,313.69,1.0,16,8,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3
22,No,Non-Travel,Sales,10.625,2,Marketing,2350,Male,3,Sales Executive,Married,1261.65,1.0,18,8,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3
50,No,Travel_Frequently,Research & Development,1.875,3,Other,2351,Male,2,Research Scientist,Married,558.22,2.0,20,8,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4
32,No,Travel_Rarely,Research & Development,1.875,2,Life Sciences,2352,Male,3,Research Scientist,Married,613.73,3.0,14,8,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3
44,No,Travel_Rarely,Research & Development,6.25,3,Technical Degree,2353,Male,3,Manager,Divorced,327.47,0.0,21,8,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4
30,No,Travel_Rarely,Research & Development,2.5,3,Medical,2354,Female,1,Research Director,Married,275.73,1.0,13,8,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3
45,No,Travel_Rarely,Sales,18.125,2,Technical Degree,2355,Female,2,Research Scientist,Single,386.49,1.0,12,8,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3
45,No,Non-Travel,Sales,1.25,4,Life Sciences,2356,Male,2,Manufacturing Director,Married,761.15,1.0,14,8,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3
31,No,Travel_Frequently,Research & Development,4.375,3,Medical,2357,Male,2,Research Scientist,Single,470.21,7.0,21,8,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4
36,No,Travel_Rarely,Research & Development,11.25,1,Medical,2358,Male,2,Manufacturing Director,Married,874.25,9.0,17,8,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3
34,No,Travel_Frequently,Sales,17.5,4,Marketing,2359,Male,5,Manufacturing Director,Divorced,1342.25,1.0,11,8,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3
49,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,2360,Male,3,Healthcare Representative,Married,903.37,1.0,14,8,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3
39,No,Travel_Rarely,Research & Development,3.75,2,Life Sciences,2361,Male,3,Research Scientist,Married,1379.1699999999998,2.0,17,8,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3
27,No,Travel_Rarely,Research & Development,1.25,1,Life Sciences,2362,Male,4,Research Scientist,Divorced,578.11,1.0,13,8,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3
35,No,Travel_Rarely,Research & Development,1.25,3,Medical,2363,Female,2,Sales Executive,Married,280.41,1.0,25,8,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4
28,No,Travel_Rarely,Research & Development,14.375,3,Life Sciences,2364,Male,3,Manufacturing Director,Divorced,598.13,0.0,15,8,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3
21,No,Travel_Rarely,Research & Development,1.875,1,Life Sciences,2365,Female,1,Laboratory Technician,Single,2222.87,1.0,14,8,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3
47,No,Travel_Rarely,Research & Development,15.625,4,Medical,2367,Male,2,Research Scientist,Married,1930.76,3.0,19,8,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3
40,No,Travel_Rarely,Research & Development,13.75,1,Life Sciences,2369,Male,1,Laboratory Technician,Married,736.5799999999999,1.0,14,8,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3
35,No,Non-Travel,Research & Development,18.125,3,Medical,2370,Female,2,Sales Executive,Married,1016.99,1.0,13,8,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3
37,No,Travel_Rarely,Research & Development,18.125,4,Technical Degree,2371,Male,1,Laboratory Technician,Married,1024.4,3.0,12,8,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3
39,No,Travel_Frequently,Research & Development,1.25,3,Technical Degree,2372,Female,2,Manager,Single,1715.22,0.0,11,8,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3
45,No,Travel_Rarely,Research & Development,17.5,3,Life Sciences,2373,Female,2,Laboratory Technician,Divorced,658.7099999999999,1.0,11,8,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3
38,No,Travel_Rarely,Research & Development,1.25,4,Life Sciences,2374,Female,3,Sales Executive,Married,660.27,3.0,11,8,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3
35,Yes,Travel_Rarely,Research & Development,1.25,3,Life Sciences,2375,Male,3,Healthcare Representative,Married,301.73,9.0,12,8,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3
37,No,Travel_Rarely,Research & Development,13.75,3,Life Sciences,2376,Female,2,Healthcare Representative,Married,2267.72,1.0,14,8,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3
40,No,Travel_Rarely,Research & Development,5.0,3,Technical Degree,2377,Female,2,Healthcare Representative,Single,312.52,6.0,17,8,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3
44,No,Travel_Frequently,Sales,1.25,2,Marketing,2378,Male,1,Laboratory Technician,Married,448.76,4.0,11,8,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3
48,No,Travel_Frequently,Sales,6.25,4,Marketing,2379,Female,3,Manager,Married,295.1,2.0,14,8,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3
24,No,Travel_Frequently,Research & Development,9.375,3,Life Sciences,2381,Male,2,Research Scientist,Single,713.4399999999999,1.0,22,8,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4
27,No,Travel_Rarely,Sales,6.25,4,Life Sciences,2382,Male,3,Sales Executive,Married,2524.47,7.0,14,8,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3
27,No,Travel_Frequently,Research & Development,4.375,3,Life Sciences,2383,Male,1,Research Scientist,Single,365.43,2.0,20,8,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4
40,Yes,Travel_Rarely,Sales,10.0,4,Marketing,2384,Male,1,Research Director,Single,472.29,3.0,16,8,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3
29,No,Travel_Rarely,Research & Development,12.5,1,Medical,2385,Female,2,Manager,Single,541.1899999999999,9.0,15,8,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3
36,No,Travel_Rarely,Research & Development,14.375,3,Life Sciences,2386,Female,3,Sales Executive,Married,277.16,4.0,20,8,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4
